title,appId,url,icon,developer,currency,free,summary,scoreText,score
"Teacher Aide Pro",com.apps.ips.teacheraidepro3,https://play.google.com/store/apps/details?id=com.apps.ips.teacheraidepro3,https://play-lh.googleusercontent.com/C6nQ2YGxFxWPGLhw39VhC-_KZotN6gYRHDHkIKmD3aE2r8lSiSPxsLH360Z0FyQqML-g,"In Pocket Solutions",USD,true,"All the classroom management tools a teacher needs for the 21st century.",4.2,4.164835
"Daily Task Tracker",com.apps.ips.dailytasktracker3,https://play.google.com/store/apps/details?id=com.apps.ips.dailytasktracker3,https://play-lh.googleusercontent.com/PeVEvyhcgdPVBBm0p3Jgn1hTz_7E4rotGkVvIiOJMjZPOv19vQGefLs2wcC4q7pZ_Q,"In Pocket Solutions",USD,true,"Keep track of the daily and monthly tasks that are important to you<br>Set your device to notify you at the right time you need to do the task.<br><br> Features<br>• Organize up to 50 daily/weekly tasks by time of day<br>• Support up to 30 monthly tasks<br>• Enable device notifications at the time to complete the task<br>• Exempt a daily task when not required<br>• View the monthly percent  the task has been completed<br>• Data syncs between multiple devices<br>•Generate a monthly PDF report<br><br>Try out the app for free for a few tasks.<br><br>Facebook Page:  http://www.facebook.com/dailytasktracker<br>Email developer with any feedback or questions.   support@inpocketsolutions.com",0.0,N/A
"Teacher Notes",com.apps.ips.teachernotes3,https://play.google.com/store/apps/details?id=com.apps.ips.teachernotes3,https://play-lh.googleusercontent.com/Plni7JgAhB-dXoG4-b6AONB754cnnQ7sCt2hX0sDiuuSSDka_CzM8SmLCLpDSEbvi-Q,"In Pocket Solutions",USD,true,"Are you a teacher that has a need to keep a record of how your students are doing - for yourself, for parents or for an administrator?  Well now you can utilize 21st century technology and use your Chromebook, tablet or smart phone to keep these records.  You can easily email a summary of the notes to an individual student, the parent or an entire class .<br><br>           FEATURES<br><br>• Record both parent and student logs<br>• Setup list of frequently used comments for easy access<br>• Backup data to Dropbox or Drive<br>• Generate PDF reports<br>• Track positive and needs improvement notes<br><br>Use the app for one class for free.  Upgrade to the premium version for a one time fee to support up to 20 classes.<br><br>Please email the developer (support@inpocketsolutions.com) if you have any suggestions or feedback.  I love to make improvements to the app.<br><br>Privacy Policy: http://www.inpocketsolutions.com/privacy-policy.html",4.2,4.219512
"Random Student",com.apps.ips.randomstudent3,https://play.google.com/store/apps/details?id=com.apps.ips.randomstudent3,https://play-lh.googleusercontent.com/Cx02Cr6dSvY-YoXmCpBP_sKRTIvlFSfH_1yLLC-pObUq7RfBLPpdRPdSymrMEEBcTbgj,"In Pocket Solutions",USD,true,"Designed by a teacher, for teachers!<br><br><u><b>Free Features</b></u> <br> •  select a student at random<br> •  take attendance so absent students aren&#39;t called on<br> •  Sync rosters from Google Classroom<br><br><u><b>Premium Features</b></u><br> • Name quiz to learn student names quickly<br> • Support for up to 20 classes <br> • Track correct and incorrect responses<br> • Create customizable student groups<br> • PDF Reports<br><br>Students enjoy the &#39;speak aloud&#39; feature.  Participation is more equitable and you can even allow students to tap the button to call on the next student.",3.6,3.5675676
"TeacherKit Classroom Manager",com.teacherkit.app,https://play.google.com/store/apps/details?id=com.teacherkit.app,https://play-lh.googleusercontent.com/lb0-XqqhOSeQTWHjQ5H2jY6Kq50ch7kdFpOP_LiFla3r8QfwgFq0UpoE50PnRQjsA4BC,"ITWORX EDU FZ LLC",USD,true,"Over a million educators worldwide trust TeacherKit with managing their time and activities. TeacherKit aims to be your class companion, from maintaining a gradebook and taking attendance to behavior management and progress reports. The intuitive interface allows all this to be done with quick taps and swipes, generating data visualizations on the fly, both for whole classes and individual students. The student-profile system makes contacting students and their parents a breeze, and the premium version adds the ability to send detailed progress reports, complete with behavior and attendance breakdowns. <br> <br>Key TeacherKit Features: <br> <br>                * Organize your classes <br>                * Import your student roster <br>                * Add your timetable <br>                * Log student&#39;s attendance <br>                * Create and print a seating chart for your students <br>                * Add behavior notes for students <br>                * Create a grading schema and record students&#39; grades <br>                * Stay informed on your student&#39;s performance and the class overall progress <br>                * Keep the parents informed <br> <br>TeacherKit is free to download and use. TeacherKit Premium upgrades the experience with reporting and lots of amazing features to help you work even smarter.",4.0,3.95
"Teacher's Assistant Grade Book",com.learning.texnar13.teachersprogect,https://play.google.com/store/apps/details?id=com.learning.texnar13.teachersprogect,https://play-lh.googleusercontent.com/OtP_-uMiQTKW3q85myC_WEpk3nWsnZDOfhSjNQF67EZEm5WUYcmT-I_OpHcR_oyLS8w,"Ivan Marchuk",USD,true,"Teacher&#39;s assistant is the most convenient electronic journal with many additional features. <br> It will store your schedule, lists of students, their grades and attendance, classrooms in which classes are held. It was created at the request of teachers, repeatedly tested by them, and now it is used by thousands of teachers from around the world. It is suitable for any purpose: courses, school classes, University seminars, etc.<br><br>FUNCTIONS:<br> + Put grades and mark attendance. With a long tap on a student, you can give them multiple grades and note whether they were present in class.<br>+ Minimum of actions: knowing your schedule, the application itself will offer the current lesson. You can start the lesson immediately!<br> + Virtual classes: instead of lists of names in front of you a virtual class, where students sit at their desks. With the long press on the student you can put him a grade. <br> + Do not have time to write down who and how many times answered? Mark it with one touch on the student.<br> + Types of grades: examination, homework,  quarter grade, etc.<br> + See the statistics: on the basis of it you can put annual, quarter or semester grades.<br> + Flexible settings: change the time grid of lessons, add your own types of responses, change the evaluation system (5-point, 100-point - anyone is possible).<br> + Multilingual: English, Russian and Chinese language support.<br><br>FEEDBACK:<br>We will be very happy if you help our application to advance by giving it a good rating.<br>Most of our exciting features and improvements came from your feedback. If you do not like something or have ideas what to add, write: ivmarch2000@gmail.com. <br><br>Have a nice lessons!",3.8,3.7692308
"Class Planner",com.apps.ips.classplanner2,https://play.google.com/store/apps/details?id=com.apps.ips.classplanner2,https://play-lh.googleusercontent.com/F9Z1tyWLJpQHTmOG9UbLq2nDUZAztyTVihqXrYnCZhd3YtRyGOnhUdxD8R7uVTo3EbU,"In Pocket Solutions",USD,true,"Class Planner allows teachers to easily keep a record of their lesson plans on a mobile device or Chromebook. <br><br>Features<br>• Supports a 2 week timetable. ***<br>• Link content standards with individual lessons<br>• Record homework<br>• View notes by week, by class or by day.<br>• Easily move lessons forward or backwards to accommodate schedule changes.<br>• View your daily class schedule on your homescreen with the widget<br>• Backup data to the device or cloud<br>• Generate a  PDF of the day&#39;s lesson for administrators or personal records<br><br>Email the developer for requests to include new standards in the app.<br><br>Use the app for free for 1 class.  Activate a low cost monthly subscription to support up to 20 classes. <br><br>Privacy Policy: http://www.inpocketsolutions.com/privacy-policy.html<br><br>Feel free to email the developer at support@inpocketsolutions.com to give feedback.  I love to make improvements based on user suggestions and anything to help teachers keep track of their lesson plans is appreciated.",4.3,4.2777777
"TrackCC Class management",org.trackcc.trackccforandroid,https://play.google.com/store/apps/details?id=org.trackcc.trackccforandroid,https://play-lh.googleusercontent.com/wvuJKttO2g3zdtXq_v28-1rIqO5q9Hj3bIwLR56wLw-FaLsvMgIC4JS1_hFdWa2rYm8,"TrackCC Inc.",USD,true,"School types<br>- Single teacher or multi-teacher<br>- Customizable for any type of school<br>- From day care to high school to universities<br>- From public schools to private schools &amp; home schools<br>- Music schools, sports schools, dance schools<br>- Can also be used for summer camps, conferences<br><br>In-app messaging<br>- Supports text messages, photos and documents<br>- Teachers can message students and guardians<br>- Students and guardians can message teachers<br>- School teachers can message other teachers<br>- School admins can message teachers, students, guardians<br><br>Attendance<br>- Separate check-in &amp; check-out<br>- Customize up to 5 attendance types for each<br>- Statistics per student and per class<br>- Create your own statistics periods<br>- Record student attendance by scanning student IDs with bluetooth scanner<br><br>Behavior<br>- Track points for up to 26 behavior items<br>- Customize behavior items per class<br>- Points range from -99 to +99 per behavior per day<br>- Statistics per student and per class<br>- Create your own statistics periods<br><br>Grading<br>- Track points &amp; grades for up to 26 grading subjects<br>- Customize grading subjects per class<br>- Points per subject range from 0 to 999<br>- Define your own grading system<br>- Grades per subject &amp; overall grades<br>- Statistics per student and per class<br>- Create your own statistics periods<br><br>School calendar<br>- Create calendar events per-class, per teacher, per school<br>- Share real-time school calendar with students &amp; guardians<br>- Students with multiple teachers will see a combined calendar<br>- Calendar data includes title, class, date, time, location, image, URL and notes<br><br>Student reports<br>- Summary of student’s attendance, behavior &amp; grading data<br>- Teacher’s notes per each daily recorded item<br>- Includes student notes, class notes<br>- History view shows all items in chronological order<br>- Statistics view shows all data in a graphical format<br>- View statistics by period, or data details by date<br><br>App communication<br>- Daily student-specific notes &amp; photo<br>- Daily class-wide notes &amp; photo<br>- Student reports condense all recorded data<br>- Complete history &amp; full statistics<br>- Students &amp; parents get a consolidated student report<br>- Private school-only student accounts (in lieu of email accounts)<br><br>Email communication<br>- Web-based email tool<br>- Customize message &amp; include embedded images<br>- Include clickable links &amp; file attachments<br>- Send emails to students, parents &amp; teachers<br>- Email tool keeps track of bounced emails<br>- Both teacher &amp; administrator can send emails<br>					<br>Notifications<br>- Students and parents can receive automatic notifications<br>- E.g. when student is marked as absent, parent receives text or email<br>- Three types of notifications:  app, email, text<br>- Configure preferred notification method per student and per parent<br>- Customize notification message to be sent via email or text<br><br>Other features<br>- App works both online &amp; offline (no internet)<br>- Automatic cloud backup when connected<br>- Real-time multi-device sync<br>- All data exportable as XLS or CSV",4.1,4.075472
"Additio for teachers",com.additioapp.additio,https://play.google.com/store/apps/details?id=com.additioapp.additio,https://play-lh.googleusercontent.com/H5R4jwMzJAly4A-ttNb1jP2dK6sEEo_Ravsf0ddkdzHD7YnLxwUuXDMp4JtJNKm3cwLm,"Didactic Labs, S.L.",USD,true,"Make your everyday life easier as a teacher with Additio! <br><br>Additio is the app you need to manage your classes in an easy and intuitive way. From students’ assessment to lesson planning and class scheduling, Additio unifies management, assessment and communication in an easy-to-use app. <br><br>Additio is available on several devices, including website version, tablets and smartphones, even a specific app for Chromebooks. Thus, you can access your information and schedule your classes no matter the time or place. Also, you can synchronize devices (with Internet access) so you’ll never miss any valuable data and keep it all together. <br><br>Main functionalities and advantages: <br>- Powerful digital gradebook with unlimited assessments.<br>- Lesson planner in sessions and curriculum units with custom templates. <br>- 100% personalized rubrics with option for auto assessment and peer assessment.<br>- Skills and evaluation criteria assessment.<br>- Custom reports.<br>- Follow-up for assessment, schedule, class plan and calendar. <br>- Offline experience for mobiles.<br>- Integration with Google Classroom, Microsoft for Education and Moodle, with the option to import students, import and export grades, assess…<br>- Creation of automatically assessed quizzes. <br>- Easy to use and import data.<br>- Communication with families and students.<br>- Cumplimiento de la normativa de seguridad y privacidad de datos europea GDPR y LOPD.<br>- Excel and PDF data export.<br>- Organize and link any format resources, also via Google Drive and Microsoft OneDrive.  <br>- Calculation of means, average, conditionals and more than 150 functionalities for everyday classes. <br><br>Additio will help you to keep it simple with your classes, to improve lesson planning and peer collaboration. Just as easy as the traditional paper and pen, and once you have started scheduling your daily routines you’ll wonder how you could do it without it. More than 500.000 teachers and more than 3.000 education centers on over 110 countries trust Additio every day. In addition, our support team is always there ready to answer to your needs, the average qualification of this service is +4/5.<br><br>Available plans:<br><br>-Additio Starter: a new plan specially created for new users to be able to explore the Additio’s potential for free before they subscribe. You can discover all the functionalities at your fingertips and make Additio your best ally in the classroom. <br><br>-Additio for Teachers: you can use all the functionalities Additio offers, unlimited. You can skill assess through key skills, specific skills and evaluation criteria. Also, you can use the multiple-device option and activate synchronization among the devices to keep your data with you wherever you go.<br><br>-Additio for Schools: for centers with accounts and accesses for families, students and a dashboard for admins. <br>Centralized center’s management<br>Creation of multiple center’s reports (report cards, attendance, incidents, skills…) <br>Share groups and data<br>Platform for communication with families and students <br>Payments management<br>Forms and authorizations management <br>Creation of lesson plans from the center<br>Report cards generator<br>Contact our team to prepare a custom proposal according to your center’s needs.<br><br>Additio has been created by a team 100% devoted to produce new updates to easy teachers’ tasks. You can write your thoughts through the support link or on Twitter/Instagram in @additioapp, you’ll be welcome! :)",3.4,3.4
"Teacher Class123",com.class123.teacher,https://play.google.com/store/apps/details?id=com.class123.teacher,https://play-lh.googleusercontent.com/CP3rh94PZqTOoskE3FvvK3qyqKm-fCe108C1DbfYLhzxyKhN20pvcLBYbZ5TlQeEquw,"NHN Edu Corp.",USD,true,"Free classroom management/communication tool, Class123 <br><br>● Give meaningful feedback and keep track of everything <br>ㆍGive instant feedback to individuals or groups from your mobile or PC. <br>ㆍRecord everything from assignments to tests with checklist. <br><br>● Communicate smarter <br>ㆍ Share photos and stories on boards.<br>ㆍ Send important notices via announcement and check read receipts. <br>ㆍ Send private messages to students or parents.<br><br>● Give positive motivation<br>ㆍ Understand your students better with the feedback report.<br>ㆍ Bring fun to your classroom with student avatars and animated feedback. (Connect your PC to the class screen and share with students!) <br>ㆍ Reward students with the ‘wow camera’ using fun customized filters. <br><br>● Organize and manage your classroom better with tools <br>ㆍ Encourage students to participate in activities with the random selector.<br>ㆍ Help students manage time better with the timer, stopwatch, and alarm. <br>ㆍ Use the projector screen with the digital chalkboard to teach with visuals. <br>ㆍ Set groups with the seating chart and encourage teamwork with the ‘Class goal tracker’. <br><br>Don’t forget to rate us in the app store if you’re enjoying Class123.<br>We are always open to suggestions and your feedback matters a lot to us! :) <br><br>Class123 website: https://class123.ac<br>Contact: class123@nhnent.dooray.com<br>Resources: https://www.class123resources.com/<br>Facebook page : https://www.facebook.com/class123.global<br>Facebook community : https://www.facebook.com/groups/Class123community/",3.7,3.68
"Canvas Teacher",com.instructure.teacher,https://play.google.com/store/apps/details?id=com.instructure.teacher,https://play-lh.googleusercontent.com/lYd4BNnf82PzmU2ELD7F0dkMYtjZqra973SwT7DmzTFRk7QkhWVU02wYzskpHFYW5Sht,"Instructure",USD,true,"Time is a teacher’s most valuable resource. Save time and use Canvas more efficiently from your mobile device with Canvas Teacher.<br><br>Canvas Teacher allows teachers to facilitate their courses on the go, both inside and outside the classroom. This app provides quick access to three of the most frequent course facilitation tasks for teachers:<br><br>• GRADING: Browse submissions and provide feedback to your students with a new and improved mobile SpeedGrader embedded in this app. <br>• COMMUNICATING: Send announcements and messages (including &quot;Message Students Who...&quot;), and participate in course discussions from the palm of your hand.<br>• UPDATING: Need to change a due date? Or publish an assignment? Or fix a misspelling? Canvas Teacher allows you to update your course content.<br><br>Canvas Teacher is the perfect mobile Canvas companion for course facilitation!",4.5,4.469512
